Index,Time,Leg Distance,Leg Time,Leg Speed,Elevation,Leg Course ,Position,
1252,"5/24/22, 11:26:52 AM",0 ft,0:00:01,0.3 mph,32 ft,85° true,N18° 21.533' W65° 01.979',
1253,"5/24/22, 11:26:53 AM",1 ft,0:00:01,0.3 mph,32 ft,141° true,N18° 21.533' W65° 01.979',
1254,"5/24/22, 11:26:54 AM",1 ft,0:00:01,0.5 mph,32 ft,36° true,N18° 21.533' W65° 01.979',
1255,"5/24/22, 11:26:55 AM",1 ft,0:00:01,0.8 mph,32 ft,57° true,N18° 21.533' W65° 01.978',
1256,"5/24/22, 11:26:56 AM",1 ft,0:00:01,0.5 mph,30 ft,2° true,N18° 21.533' W65° 01.978',
1257,"5/24/22, 11:26:57 AM",1 ft,0:00:01,0.4 mph,32 ft,321° true,N18° 21.533' W65° 01.978',
1258,"5/24/22, 11:26:58 AM",0 ft,0:00:01,0.2 mph,32 ft,265° true,N18° 21.533' W65° 01.978',
1259,"5/24/22, 11:26:59 AM",0 ft,0:00:01,0.2 mph,30 ft,224° true,N18° 21.533' W65° 01.978',
1260,"5/24/22, 11:27:00 AM",0 ft,0:00:01,0.1 mph,30 ft,258° true,N18° 21.533' W65° 01.978',
1261,"5/24/22, 11:27:01 AM",0 ft,0:00:01,0.3 mph,30 ft,142° true,N18° 21.533' W65° 01.978',
1262,"5/24/22, 11:27:02 AM",0 ft,0:00:01,0.3 mph,30 ft,291° true,N18° 21.533' W65° 01.978',
1263,"5/24/22, 11:27:03 AM",0 ft,0:00:01,0.1 mph,30 ft,205° true,N18° 21.533' W65° 01.978',
1264,"5/24/22, 11:27:04 AM",0 ft,0:00:01,0.1 mph,30 ft,224° true,N18° 21.533' W65° 01.979',
1265,"5/24/22, 11:27:05 AM",1 ft,0:00:01,0.6 mph,30 ft,272° true,N18° 21.533' W65° 01.979',
1266,"5/24/22, 11:27:06 AM",1 ft,0:00:01,0.5 mph,30 ft,267° true,N18° 21.533' W65° 01.979',
1267,"5/24/22, 11:27:07 AM",1 ft,0:00:01,0.4 mph,30 ft,180° true,N18° 21.533' W65° 01.979',
1268,"5/24/22, 11:27:08 AM",1 ft,0:00:01,0.8 mph,30 ft,147° true,N18° 21.533' W65° 01.979',
1269,"5/24/22, 11:27:09 AM",1 ft,0:00:01,0.5 mph,30 ft,88° true,N18° 21.533' W65° 01.979',
1270,"5/24/22, 11:27:10 AM",1 ft,0:00:01,0.9 mph,32 ft,175° true,N18° 21.533' W65° 01.979',
1271,"5/24/22, 11:27:11 AM",0 ft,0:00:01,0.3 mph,30 ft,185° true,N18° 21.533' W65° 01.979',
1272,"5/24/22, 11:27:12 AM",1 ft,0:00:01,0.4 mph,32 ft,72° true,N18° 21.533' W65° 01.979',
1273,"5/24/22, 11:27:13 AM",0 ft,0:00:01,0.2 mph,32 ft,208° true,N18° 21.533' W65° 01.978',
1274,"5/24/22, 11:27:14 AM",0 ft,0:00:01,0.1 mph,30 ft,150° true,N18° 21.533' W65° 01.978',
1275,"5/24/22, 11:27:15 AM",1 ft,0:00:01,0.4 mph,32 ft,273° true,N18° 21.533' W65° 01.978',
1276,"5/24/22, 11:27:16 AM",1 ft,0:00:01,0.4 mph,30 ft,263° true,N18° 21.533' W65° 01.979',
1277,"5/24/22, 11:27:17 AM",1 ft,0:00:01,0.4 mph,32 ft,46° true,N18° 21.533' W65° 01.979',
1278,"5/24/22, 11:27:18 AM",1 ft,0:00:01,0.4 mph,32 ft,52° true,N18° 21.533' W65° 01.979',
1279,"5/24/22, 11:27:19 AM",1 ft,0:00:01,0.5 mph,32 ft,99° true,N18° 21.533' W65° 01.978',
1280,"5/24/22, 11:27:20 AM",1 ft,0:00:01,0.7 mph,32 ft,338° true,N18° 21.533' W65° 01.978',
1281,"5/24/22, 11:27:21 AM",0 ft,0:00:01,0.1 mph,32 ft,298° true,N18° 21.533' W65° 01.978',
1282,"5/24/22, 11:27:22 AM",0 ft,0:00:01,0.1 mph,30 ft,105° true,N18° 21.533' W65° 01.978',
1283,"5/24/22, 11:27:23 AM",1 ft,0:00:01,0.3 mph,30 ft,13° true,N18° 21.533' W65° 01.978',
1284,"5/24/22, 11:27:24 AM",0 ft,0:00:01,0.1 mph,32 ft,71° true,N18° 21.533' W65° 01.978',
1285,"5/24/22, 11:27:25 AM",1 ft,0:00:01,0.5 mph,32 ft,313° true,N18° 21.533' W65° 01.978',
1286,"5/24/22, 11:27:26 AM",1 ft,0:00:01,0.7 mph,32 ft,272° true,N18° 21.533' W65° 01.978',
1287,"5/24/22, 11:27:27 AM",1 ft,0:00:01,0.5 mph,30 ft,272° true,N18° 21.533' W65° 01.979',
1288,"5/24/22, 11:27:28 AM",1 ft,0:00:01,0.9 mph,30 ft,327° true,N18° 21.533' W65° 01.979',
1289,"5/24/22, 11:27:29 AM",1 ft,0:00:01,0.4 mph,30 ft,14° true,N18° 21.533' W65° 01.979',
1290,"5/24/22, 11:27:30 AM",0 ft,0:00:01,0.3 mph,32 ft,35° true,N18° 21.533' W65° 01.979',
1291,"5/24/22, 11:27:31 AM",0 ft,0:00:01,0.2 mph,30 ft,7° true,N18° 21.533' W65° 01.979',
1292,"5/24/22, 11:27:32 AM",0 ft,0:00:01,0.2 mph,30 ft,69° true,N18° 21.534' W65° 01.979',
1293,"5/24/22, 11:27:33 AM",1 ft,0:00:01,0.6 mph,32 ft,190° true,N18° 21.534' W65° 01.979',
1294,"5/24/22, 11:27:34 AM",0 ft,0:00:01,0.2 mph,32 ft,108° true,N18° 21.533' W65° 01.979',
1295,"5/24/22, 11:27:35 AM",0 ft,0:00:01,0.1 mph,32 ft,32° true,N18° 21.533' W65° 01.979',
1296,"5/24/22, 11:27:36 AM",0 ft,0:00:01,0.0 mph,32 ft,205° true,N18° 21.533' W65° 01.979',
1297,"5/24/22, 11:27:37 AM",0 ft,0:00:01,0.3 mph,30 ft,235° true,N18° 21.533' W65° 01.979',
1298,"5/24/22, 11:27:38 AM",1 ft,0:00:01,0.6 mph,32 ft,230° true,N18° 21.533' W65° 01.979',
1299,"5/24/22, 11:27:39 AM",1 ft,0:00:01,0.9 mph,32 ft,225° true,N18° 21.533' W65° 01.979',
1300,"5/24/22, 11:27:40 AM",1 ft,0:00:01,0.5 mph,32 ft,165° true,N18° 21.533' W65° 01.979',
1301,"5/24/22, 11:27:41 AM",1 ft,0:00:01,0.3 mph,32 ft,149° true,N18° 21.533' W65° 01.979',
1302,"5/24/22, 11:27:42 AM",1 ft,0:00:01,0.5 mph,32 ft,106° true,N18° 21.533' W65° 01.979',
1303,"5/24/22, 11:27:43 AM",1 ft,0:00:01,0.7 mph,32 ft,95° true,N18° 21.533' W65° 01.979',
1304,"5/24/22, 11:27:44 AM",1 ft,0:00:01,0.9 mph,32 ft,98° true,N18° 21.533' W65° 01.979',
1305,"5/24/22, 11:27:45 AM",1 ft,0:00:01,0.6 mph,30 ft,112° true,N18° 21.533' W65° 01.979',
1306,"5/24/22, 11:27:46 AM",1 ft,0:00:01,0.5 mph,32 ft,113° true,N18° 21.533' W65° 01.978',
1307,"5/24/22, 11:27:47 AM",1 ft,0:00:01,0.6 mph,32 ft,0° true,N18° 21.533' W65° 01.978',
1308,"5/24/22, 11:27:48 AM",1 ft,0:00:01,0.9 mph,30 ft,287° true,N18° 21.533' W65° 01.978',
1309,"5/24/22, 11:27:49 AM",1 ft,0:00:01,0.9 mph,30 ft,277° true,N18° 21.533' W65° 01.978',
1310,"5/24/22, 11:27:50 AM",1 ft,0:00:01,0.6 mph,30 ft,260° true,N18° 21.533' W65° 01.979',
1311,"5/24/22, 11:27:51 AM",1 ft,0:00:01,0.4 mph,30 ft,310° true,N18° 21.533' W65° 01.979',
1312,"5/24/22, 11:27:52 AM",0 ft,0:00:01,0.2 mph,30 ft,350° true,N18° 21.533' W65° 01.979',
1313,"5/24/22, 11:27:53 AM",1 ft,0:00:01,0.4 mph,32 ft,357° true,N18° 21.533' W65° 01.979',
1314,"5/24/22, 11:27:54 AM",0 ft,0:00:01,0.1 mph,30 ft,90° true,N18° 21.533' W65° 01.979',
1315,"5/24/22, 11:27:55 AM",1 ft,0:00:01,0.8 mph,30 ft,100° true,N18° 21.533' W65° 01.979',
1316,"5/24/22, 11:27:56 AM",1 ft,0:00:01,0.8 mph,30 ft,123° true,N18° 21.533' W65° 01.979',
1317,"5/24/22, 11:27:57 AM",1 ft,0:00:01,0.5 mph,32 ft,112° true,N18° 21.533' W65° 01.979',
1318,"5/24/22, 11:27:58 AM",1 ft,0:00:01,0.5 mph,30 ft,351° true,N18° 21.533' W65° 01.978',
1319,"5/24/22, 11:27:59 AM",1 ft,0:00:01,0.8 mph,30 ft,95° true,N18° 21.533' W65° 01.978',
1320,"5/24/22, 11:28:00 AM",1 ft,0:00:01,0.9 mph,32 ft,89° true,N18° 21.533' W65° 01.978',
1321,"5/24/22, 11:28:01 AM",2 ft,0:00:01,1.3 mph,30 ft,76° true,N18° 21.533' W65° 01.978',
1322,"5/24/22, 11:28:02 AM",1 ft,0:00:01,1.0 mph,30 ft,80° true,N18° 21.533' W65° 01.978',
1323,"5/24/22, 11:28:03 AM",2 ft,0:00:01,1.1 mph,30 ft,74° true,N18° 21.533' W65° 01.977',
1324,"5/24/22, 11:28:04 AM",2 ft,0:00:01,1.0 mph,30 ft,92° true,N18° 21.533' W65° 01.977',
1325,"5/24/22, 11:28:05 AM",1 ft,0:00:01,0.8 mph,30 ft,123° true,N18° 21.533' W65° 01.977',
1326,"5/24/22, 11:28:06 AM",2 ft,0:00:01,1.3 mph,30 ft,142° true,N18° 21.533' W65° 01.977',
1327,"5/24/22, 11:28:07 AM",0 ft,0:00:01,0.3 mph,30 ft,99° true,N18° 21.533' W65° 01.977',
1328,"5/24/22, 11:28:08 AM",1 ft,0:00:01,0.7 mph,32 ft,134° true,N18° 21.533' W65° 01.977',
1329,"5/24/22, 11:28:09 AM",1 ft,0:00:01,0.8 mph,30 ft,97° true,N18° 21.533' W65° 01.976',
1330,"5/24/22, 11:28:10 AM",1 ft,0:00:01,1.0 mph,30 ft,99° true,N18° 21.533' W65° 01.976',
1331,"5/24/22, 11:28:11 AM",1 ft,0:00:01,1.0 mph,30 ft,110° true,N18° 21.533' W65° 01.976',
1332,"5/24/22, 11:28:12 AM",1 ft,0:00:01,0.8 mph,30 ft,113° true,N18° 21.533' W65° 01.976',
1333,"5/24/22, 11:28:13 AM",2 ft,0:00:01,1.5 mph,30 ft,116° true,N18° 21.533' W65° 01.976',
1334,"5/24/22, 11:28:14 AM",1 ft,0:00:01,1.0 mph,30 ft,120° true,N18° 21.532' W65° 01.975',
1335,"5/24/22, 11:28:15 AM",1 ft,0:00:01,1.0 mph,30 ft,118° true,N18° 21.532' W65° 01.975',
1336,"5/24/22, 11:28:16 AM",2 ft,0:00:01,1.2 mph,30 ft,121° true,N18° 21.532' W65° 01.975',
1337,"5/24/22, 11:28:17 AM",1 ft,0:00:01,0.9 mph,30 ft,146° true,N18° 21.532' W65° 01.974',
1338,"5/24/22, 11:28:18 AM",1 ft,0:00:01,0.8 mph,30 ft,169° true,N18° 21.532' W65° 01.974',
1339,"5/24/22, 11:28:19 AM",2 ft,0:00:01,1.4 mph,30 ft,179° true,N18° 21.532' W65° 01.974',
1340,"5/24/22, 11:28:20 AM",1 ft,0:00:01,0.9 mph,30 ft,136° true,N18° 21.531' W65° 01.974',
1341,"5/24/22, 11:28:21 AM",1 ft,0:00:01,0.7 mph,30 ft,143° true,N18° 21.531' W65° 01.974',
1342,"5/24/22, 11:28:22 AM",1 ft,0:00:01,0.4 mph,30 ft,34° true,N18° 21.531' W65° 01.974',
1343,"5/24/22, 11:28:23 AM",1 ft,0:00:01,0.6 mph,30 ft,80° true,N18° 21.531' W65° 01.974',
1344,"5/24/22, 11:28:24 AM",1 ft,0:00:01,0.6 mph,30 ft,61° true,N18° 21.531' W65° 01.974',
1345,"5/24/22, 11:28:25 AM",1 ft,0:00:01,0.4 mph,30 ft,84° true,N18° 21.531' W65° 01.974',
1346,"5/24/22, 11:28:26 AM",1 ft,0:00:01,0.5 mph,30 ft,138° true,N18° 21.531' W65° 01.974',
1347,"5/24/22, 11:28:27 AM",1 ft,0:00:01,0.5 mph,30 ft,171° true,N18° 21.531' W65° 01.973',
1348,"5/24/22, 11:28:28 AM",1 ft,0:00:01,0.5 mph,30 ft,7° true,N18° 21.531' W65° 01.973',
1349,"5/24/22, 11:28:29 AM",1 ft,0:00:01,0.5 mph,30 ft,124° true,N18° 21.531' W65° 01.973',
1350,"5/24/22, 11:28:30 AM",0 ft,0:00:01,0.3 mph,30 ft,86° true,N18° 21.531' W65° 01.973',
1351,"5/24/22, 11:28:31 AM",0 ft,0:00:01,0.3 mph,30 ft,18° true,N18° 21.531' W65° 01.973',
1352,"5/24/22, 11:28:32 AM",0 ft,0:00:01,0.3 mph,30 ft,355° true,N18° 21.531' W65° 01.973',
1353,"5/24/22, 11:28:33 AM",1 ft,0:00:01,0.4 mph,30 ft,312° true,N18° 21.531' W65° 01.973',
1354,"5/24/22, 11:28:34 AM",1 ft,0:00:01,0.4 mph,30 ft,287° true,N18° 21.531' W65° 01.973',
1355,"5/24/22, 11:28:35 AM",1 ft,0:00:01,0.6 mph,30 ft,299° true,N18° 21.531' W65° 01.973',
1356,"5/24/22, 11:28:36 AM",1 ft,0:00:01,0.4 mph,30 ft,342° true,N18° 21.531' W65° 01.974',
1357,"5/24/22, 11:28:37 AM",0 ft,0:00:01,0.2 mph,30 ft,313° true,N18° 21.531' W65° 01.974',
1358,"5/24/22, 11:28:38 AM",1 ft,0:00:01,0.5 mph,29 ft,164° true,N18° 21.532' W65° 01.974',
1359,"5/24/22, 11:28:39 AM",1 ft,0:00:01,0.8 mph,29 ft,157° true,N18° 21.531' W65° 01.974',
1360,"5/24/22, 11:28:40 AM",1 ft,0:00:01,0.6 mph,29 ft,71° true,N18° 21.531' W65° 01.974',
1361,"5/24/22, 11:28:41 AM",0 ft,0:00:01,0.3 mph,29 ft,68° true,N18° 21.531' W65° 01.973',
1362,"5/24/22, 11:28:42 AM",1 ft,0:00:01,0.5 mph,29 ft,351° true,N18° 21.531' W65° 01.973',
1363,"5/24/22, 11:28:43 AM",1 ft,0:00:01,0.4 mph,29 ft,333° true,N18° 21.531' W65° 01.973',
1364,"5/24/22, 11:28:44 AM",0 ft,0:00:01,0.3 mph,30 ft,234° true,N18° 21.532' W65° 01.973',
1365,"5/24/22, 11:28:45 AM",1 ft,0:00:01,0.5 mph,29 ft,230° true,N18° 21.531' W65° 01.973',
1366,"5/24/22, 11:28:46 AM",0 ft,0:00:01,0.3 mph,29 ft,248° true,N18° 21.531' W65° 01.974',
1367,"5/24/22, 11:28:47 AM",0 ft,0:00:01,0.3 mph,29 ft,215° true,N18° 21.531' W65° 01.974',
1368,"5/24/22, 11:28:48 AM",0 ft,0:00:01,0.3 mph,29 ft,177° true,N18° 21.531' W65° 01.974',
1369,"5/24/22, 11:28:49 AM",0 ft,0:00:01,0.3 mph,29 ft,47° true,N18° 21.531' W65° 01.974',
1370,"5/24/22, 11:28:50 AM",0 ft,0:00:01,0.2 mph,29 ft,208° true,N18° 21.531' W65° 01.974',
1371,"5/24/22, 11:28:51 AM",1 ft,0:00:01,0.7 mph,30 ft,162° true,N18° 21.531' W65° 01.974',
1372,"5/24/22, 11:28:52 AM",1 ft,0:00:01,0.7 mph,30 ft,333° true,N18° 21.531' W65° 01.974',
1373,"5/24/22, 11:28:53 AM",1 ft,0:00:01,0.9 mph,30 ft,305° true,N18° 21.531' W65° 01.974',
1374,"5/24/22, 11:28:54 AM",1 ft,0:00:01,0.7 mph,30 ft,281° true,N18° 21.531' W65° 01.974',
1375,"5/24/22, 11:28:55 AM",1 ft,0:00:01,1.0 mph,29 ft,40° true,N18° 21.531' W65° 01.974',
1376,"5/24/22, 11:28:56 AM",1 ft,0:00:01,0.4 mph,29 ft,100° true,N18° 21.532' W65° 01.974',
1377,"5/24/22, 11:28:57 AM",1 ft,0:00:01,0.9 mph,30 ft,102° true,N18° 21.532' W65° 01.974',
1378,"5/24/22, 11:28:58 AM",1 ft,0:00:01,0.8 mph,29 ft,81° true,N18° 21.532' W65° 01.974',
1379,"5/24/22, 11:28:59 AM",1 ft,0:00:01,1.0 mph,29 ft,98° true,N18° 21.532' W65° 01.973',
1380,"5/24/22, 11:29:00 AM",1 ft,0:00:01,0.3 mph,30 ft,204° true,N18° 21.532' W65° 01.973',
1381,"5/24/22, 11:29:01 AM",2 ft,0:00:01,1.1 mph,30 ft,221° true,N18° 21.531' W65° 01.973',
1382,"5/24/22, 11:29:02 AM",2 ft,0:00:01,1.4 mph,30 ft,213° true,N18° 21.531' W65° 01.973',
1383,"5/24/22, 11:29:03 AM",2 ft,0:00:01,1.1 mph,30 ft,227° true,N18° 21.531' W65° 01.974',
1384,"5/24/22, 11:29:04 AM",1 ft,0:00:01,0.7 mph,29 ft,292° true,N18° 21.531' W65° 01.974',
1385,"5/24/22, 11:29:05 AM",0 ft,0:00:01,0.1 mph,27 ft,287° true,N18° 21.531' W65° 01.974',
1386,"5/24/22, 11:29:06 AM",1 ft,0:00:01,0.8 mph,27 ft,273° true,N18° 21.531' W65° 01.974',
1387,"5/24/22, 11:29:07 AM",2 ft,0:00:01,1.5 mph,29 ft,105° true,N18° 21.531' W65° 01.974',
1388,"5/24/22, 11:29:08 AM",1 ft,0:00:01,0.5 mph,29 ft,59° true,N18° 21.531' W65° 01.974',
1389,"5/24/22, 11:29:09 AM",1 ft,0:00:01,0.7 mph,29 ft,31° true,N18° 21.531' W65° 01.974',
1390,"5/24/22, 11:29:10 AM",1 ft,0:00:01,1.0 mph,29 ft,291° true,N18° 21.531' W65° 01.974',
1391,"5/24/22, 11:29:11 AM",2 ft,0:00:01,1.3 mph,29 ft,276° true,N18° 21.531' W65° 01.974',
1392,"5/24/22, 11:29:12 AM",1 ft,0:00:01,0.6 mph,29 ft,255° true,N18° 21.531' W65° 01.974',
1393,"5/24/22, 11:29:13 AM",2 ft,0:00:01,1.7 mph,32 ft,263° true,N18° 21.531' W65° 01.974',
1394,"5/24/22, 11:29:14 AM",1 ft,0:00:01,0.5 mph,29 ft,303° true,N18° 21.531' W65° 01.975',
1395,"5/24/22, 11:29:15 AM",0 ft,0:00:01,0.3 mph,30 ft,282° true,N18° 21.531' W65° 01.975',
1396,"5/24/22, 11:29:16 AM",0 ft,0:00:01,0.3 mph,30 ft,274° true,N18° 21.531' W65° 01.975',
1397,"5/24/22, 11:29:17 AM",0 ft,0:00:01,0.2 mph,30 ft,292° true,N18° 21.531' W65° 01.975',
1398,"5/24/22, 11:29:18 AM",1 ft,0:00:01,0.4 mph,29 ft,118° true,N18° 21.531' W65° 01.975',
1399,"5/24/22, 11:29:19 AM",1 ft,0:00:01,0.8 mph,29 ft,120° true,N18° 21.531' W65° 01.975',
1400,"5/24/22, 11:29:20 AM",1 ft,0:00:01,0.6 mph,30 ft,102° true,N18° 21.531' W65° 01.975',
1401,"5/24/22, 11:29:21 AM",2 ft,0:00:01,1.1 mph,29 ft,124° true,N18° 21.531' W65° 01.975',
1402,"5/24/22, 11:29:22 AM",1 ft,0:00:01,0.4 mph,29 ft,142° true,N18° 21.531' W65° 01.974',
1403,"5/24/22, 11:29:23 AM",1 ft,0:00:01,0.5 mph,29 ft,122° true,N18° 21.531' W65° 01.974',
1404,"5/24/22, 11:29:24 AM",1 ft,0:00:01,0.5 mph,29 ft,171° true,N18° 21.531' W65° 01.974',
1405,"5/24/22, 11:29:25 AM",0 ft,0:00:01,0.2 mph,29 ft,0° true,N18° 21.531' W65° 01.974',
1406,"5/24/22, 11:29:26 AM",0 ft,0:00:01,0.2 mph,29 ft,77° true,N18° 21.531' W65° 01.974',
1407,"5/24/22, 11:29:27 AM",1 ft,0:00:01,0.5 mph,29 ft,90° true,N18° 21.531' W65° 01.974',
1408,"5/24/22, 11:29:28 AM",1 ft,0:00:01,1.0 mph,29 ft,86° true,N18° 21.531' W65° 01.974',
1409,"5/24/22, 11:29:29 AM",1 ft,0:00:01,0.6 mph,29 ft,92° true,N18° 21.531' W65° 01.974',
1410,"5/24/22, 11:29:30 AM",0 ft,0:00:01,0.3 mph,29 ft,44° true,N18° 21.531' W65° 01.974',
1411,"5/24/22, 11:29:31 AM",0 ft,0:00:01,0.2 mph,29 ft,32° true,N18° 21.531' W65° 01.974',
1412,"5/24/22, 11:29:32 AM",1 ft,0:00:01,0.4 mph,30 ft,357° true,N18° 21.531' W65° 01.973',
1413,"5/24/22, 11:29:33 AM",0 ft,0:00:01,0.3 mph,30 ft,355° true,N18° 21.531' W65° 01.973',
1414,"5/24/22, 11:29:34 AM",1 ft,0:00:01,0.5 mph,30 ft,283° true,N18° 21.531' W65° 01.973',
1415,"5/24/22, 11:29:35 AM",0 ft,0:00:01,0.3 mph,30 ft,239° true,N18° 21.531' W65° 01.974',
1416,"5/24/22, 11:29:36 AM",1 ft,0:00:01,0.6 mph,30 ft,52° true,N18° 21.531' W65° 01.974',
1417,"5/24/22, 11:29:37 AM",2 ft,0:00:01,1.1 mph,30 ft,59° true,N18° 21.531' W65° 01.974',
1418,"5/24/22, 11:29:38 AM",2 ft,0:00:01,1.1 mph,30 ft,68° true,N18° 21.531' W65° 01.973',
1419,"5/24/22, 11:29:39 AM",0 ft,0:00:01,0.2 mph,30 ft,31° true,N18° 21.531' W65° 01.973',
1420,"5/24/22, 11:29:40 AM",1 ft,0:00:01,0.4 mph,30 ft,231° true,N18° 21.531' W65° 01.973',
1421,"5/24/22, 11:29:41 AM",1 ft,0:00:01,0.5 mph,30 ft,275° true,N18° 21.531' W65° 01.973',
1422,"5/24/22, 11:29:42 AM",2 ft,0:00:01,1.1 mph,30 ft,294° true,N18° 21.531' W65° 01.973',
1423,"5/24/22, 11:29:43 AM",1 ft,0:00:01,0.9 mph,30 ft,261° true,N18° 21.531' W65° 01.973',
1424,"5/24/22, 11:29:44 AM",1 ft,0:00:01,0.6 mph,30 ft,260° true,N18° 21.531' W65° 01.974',
1425,"5/24/22, 11:29:45 AM",1 ft,0:00:01,0.7 mph,30 ft,92° true,N18° 21.531' W65° 01.974',
1426,"5/24/22, 11:29:46 AM",1 ft,0:00:01,0.5 mph,32 ft,111° true,N18° 21.531' W65° 01.974',
1427,"5/24/22, 11:29:47 AM",2 ft,0:00:01,1.2 mph,32 ft,101° true,N18° 21.531' W65° 01.974',
1428,"5/24/22, 11:29:48 AM",2 ft,0:00:01,1.4 mph,32 ft,96° true,N18° 21.531' W65° 01.973',
1429,"5/24/22, 11:29:49 AM",1 ft,0:00:01,0.9 mph,30 ft,98° true,N18° 21.531' W65° 01.973',
1430,"5/24/22, 11:29:50 AM",1 ft,0:00:01,0.6 mph,30 ft,88° true,N18° 21.531' W65° 01.973',
1431,"5/24/22, 11:29:51 AM",1 ft,0:00:01,0.7 mph,30 ft,307° true,N18° 21.531' W65° 01.973',
1432,"5/24/22, 11:29:52 AM",0 ft,0:00:01,0.2 mph,30 ft,248° true,N18° 21.531' W65° 01.973',
1433,"5/24/22, 11:29:53 AM",1 ft,0:00:01,0.5 mph,30 ft,304° true,N18° 21.531' W65° 01.973',
1434,"5/24/22, 11:29:54 AM",1 ft,0:00:01,0.5 mph,30 ft,198° true,N18° 21.531' W65° 01.973',
1435,"5/24/22, 11:29:55 AM",1 ft,0:00:01,0.5 mph,30 ft,237° true,N18° 21.531' W65° 01.973',
1436,"5/24/22, 11:29:56 AM",0 ft,0:00:01,0.3 mph,30 ft,262° true,N18° 21.531' W65° 01.973',
1437,"5/24/22, 11:29:57 AM",0 ft,0:00:01,0.2 mph,32 ft,90° true,N18° 21.531' W65° 01.973',
1438,"5/24/22, 11:29:58 AM",1 ft,0:00:01,0.5 mph,30 ft,54° true,N18° 21.531' W65° 01.973',
1439,"5/24/22, 11:29:59 AM",1 ft,0:00:01,0.8 mph,32 ft,51° true,N18° 21.531' W65° 01.973',
1440,"5/24/22, 11:30:00 AM",1 ft,0:00:01,0.6 mph,30 ft,94° true,N18° 21.531' W65° 01.973',
1441,"5/24/22, 11:30:01 AM",1 ft,0:00:01,0.4 mph,30 ft,321° true,N18° 21.531' W65° 01.973',
1442,"5/24/22, 11:30:02 AM",1 ft,0:00:01,0.3 mph,30 ft,17° true,N18° 21.531' W65° 01.973',
1443,"5/24/22, 11:30:03 AM",1 ft,0:00:01,0.4 mph,30 ft,24° true,N18° 21.531' W65° 01.973',
1444,"5/24/22, 11:30:04 AM",1 ft,0:00:01,0.5 mph,32 ft,33° true,N18° 21.531' W65° 01.973',
1445,"5/24/22, 11:30:05 AM",0 ft,0:00:01,0.2 mph,32 ft,345° true,N18° 21.531' W65° 01.973',
1446,"5/24/22, 11:30:06 AM",1 ft,0:00:01,0.4 mph,30 ft,290° true,N18° 21.532' W65° 01.973',
1447,"5/24/22, 11:30:07 AM",0 ft,0:00:01,0.3 mph,30 ft,319° true,N18° 21.532' W65° 01.973',
1448,"5/24/22, 11:30:08 AM",1 ft,0:00:01,0.5 mph,30 ft,336° true,N18° 21.532' W65° 01.973',
1449,"5/24/22, 11:30:09 AM",0 ft,0:00:01,0.2 mph,32 ft,339° true,N18° 21.532' W65° 01.973',
1450,"5/24/22, 11:30:10 AM",0 ft,0:00:01,0.3 mph,30 ft,21° true,N18° 21.532' W65° 01.973',
1451,"5/24/22, 11:30:11 AM",1 ft,0:00:01,0.5 mph,32 ft,353° true,N18° 21.532' W65° 01.973',
1452,"5/24/22, 11:30:12 AM",1 ft,0:00:01,0.5 mph,32 ft,28° true,N18° 21.532' W65° 01.973',
1453,"5/24/22, 11:30:13 AM",0 ft,0:00:01,0.3 mph,30 ft,3° true,N18° 21.532' W65° 01.973',
1454,"5/24/22, 11:30:14 AM",1 ft,0:00:01,0.5 mph,30 ft,346° true,N18° 21.532' W65° 01.973',
1455,"5/24/22, 11:30:15 AM",1 ft,0:00:01,0.5 mph,30 ft,31° true,N18° 21.532' W65° 01.973',
1456,"5/24/22, 11:30:16 AM",1 ft,0:00:01,0.7 mph,30 ft,44° true,N18° 21.532' W65° 01.973',
1457,"5/24/22, 11:30:17 AM",1 ft,0:00:01,0.6 mph,30 ft,222° true,N18° 21.533' W65° 01.973',
1458,"5/24/22, 11:30:18 AM",1 ft,0:00:01,0.6 mph,30 ft,272° true,N18° 21.532' W65° 01.973',
1459,"5/24/22, 11:30:19 AM",1 ft,0:00:01,0.4 mph,30 ft,48° true,N18° 21.532' W65° 01.973',
1460,"5/24/22, 11:30:20 AM",1 ft,0:00:01,0.8 mph,30 ft,90° true,N18° 21.532' W65° 01.973',
1461,"5/24/22, 11:30:21 AM",1 ft,0:00:01,0.4 mph,30 ft,121° true,N18° 21.532' W65° 01.973',
1462,"5/24/22, 11:30:22 AM",1 ft,0:00:01,0.4 mph,30 ft,78° true,N18° 21.532' W65° 01.973',
1463,"5/24/22, 11:30:23 AM",0 ft,0:00:01,0.2 mph,30 ft,101° true,N18° 21.532' W65° 01.972',
1464,"5/24/22, 11:30:24 AM",1 ft,0:00:01,0.6 mph,30 ft,138° true,N18° 21.532' W65° 01.972',
1465,"5/24/22, 11:30:25 AM",1 ft,0:00:01,1.0 mph,30 ft,127° true,N18° 21.532' W65° 01.972',
1466,"5/24/22, 11:30:26 AM",2 ft,0:00:01,1.2 mph,30 ft,127° true,N18° 21.532' W65° 01.972',
1467,"5/24/22, 11:30:27 AM",1 ft,0:00:01,0.6 mph,30 ft,153° true,N18° 21.532' W65° 01.972',
1468,"5/24/22, 11:30:28 AM",1 ft,0:00:01,0.9 mph,30 ft,142° true,N18° 21.532' W65° 01.972',
1469,"5/24/22, 11:30:29 AM",0 ft,0:00:01,0.1 mph,32 ft,235° true,N18° 21.532' W65° 01.972',
